Species;Order;Life_Expectancy;Body_Mass;RDI;N_Death;Necropsy_Effort;Animal;Vertebrate;Invertebrate;Herptile;Mammal;Group;Occurence;Proportion;Prevalence
Connochaetes_taurinus;Artiodactyla;3583.020264;194.8615759;160;453;0.353200883;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Connochaetes_taurinus;Artiodactyla;3583.020264;194.8615759;160;453;0.353200883;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Connochaetes_taurinus;Artiodactyla;3583.020264;194.8615759;160;453;0.353200883;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;2;0.285714286;0.004415011
Connochaetes_taurinus;Artiodactyla;3583.020264;194.8615759;160;453;0.353200883;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Skin;0;0;0
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Lymphatic system;3;0.272727273;0.011764706
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Nervous system;1;0.090909091;0.003921569
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Uro-genital system;0;0;0
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Fat tissues;0;0;0
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;All Organs;7;NA;0.02745098
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Exocrine system;0;0;0
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Circulatory system;3;0.272727273;0.011764706
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Endocrine system;2;0.181818182;0.007843137
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Diaphragm;0;0;0
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Digestive system;2;0.181818182;0.007843137
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Bone;0;0;0
Cuon_alpinus;Carnivora;3258.613915;19.91538377;78;255;0.305882353;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Respiratory system;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;5;1;0.010224949
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;5;NA;0.010224949
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Cynomys_ludovicianus;Rodentia;1953.515153;1.010691929;79;489;0.161554192;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.00110742
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;1;0.5;0.00110742
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;1;0.5;0.00110742
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Dama_dama;Artiodactyla;4318.786229;54.80931371;166;903;0.183831672;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;1;0.333333333;0.003676471
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;2;0.666666667;0.007352941
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;3;NA;0.011029412
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Damaliscus_pygargus;Artiodactyla;2603.838482;71.25643461;99;272;0.363970588;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;1;1;0.000625
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.000625
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Dolichotis_patagonum;Rodentia;2448.602889;7.62980942;397;1600;0.248125;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;3;NA;0.009063444
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;1;0.5;0.003021148
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;1;0.5;0.003021148
Elaphurus_davidianus;Artiodactyla;3368.054968;192.4057369;84;331;0.253776435;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;4;NA;0.005763689
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;1;0.25;0.001440922
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;1;0.25;0.001440922
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;2;0.5;0.002881844
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Equus_quagga;Perissodactyla;6095.411419;294.2260821;201;694;0.28962536;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;1;0.1;0.003115265
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;1;0.1;0.003115265
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;1;0.1;0.003115265
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;4;0.4;0.012461059
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;1;0.1;0.003115265
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;2;0.2;0.00623053
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Eudorcas_thomsonii;Artiodactyla;2690.158466;20.47313621;93;321;0.289719626;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;6;NA;0.018691589
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;3;0.428571429;0.003452244
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;5;NA;0.00575374
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;1;0.142857143;0.001150748
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;3;0.428571429;0.003452244
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Giraffa_camelopardalis;Artiodactyla;4947.266334;911.5972618;240;869;0.276179517;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;0;NA;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Heterocephalus_glaber;Rodentia;5158.808523;0.04787511;78;998;0.078156313;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.003076923
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Hippotragus_niger;Artiodactyla;3085.550282;200.550514;94;325;0.289230769;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
