Species;Order;Life_Expectancy;Body_Mass;RDI;N_Death;Necropsy_Effort;Animal;Vertebrate;Invertebrate;Herptile;Mammal;Group;Occurence;Proportion;Prevalence
Leptailurus_serval;Carnivora;5710.746538;11.91259785;87;240;0.3625;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Nervous system;0;0;0
Leptailurus_serval;Carnivora;5710.746538;11.91259785;87;240;0.3625;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Diaphragm;0;0;0
Leptailurus_serval;Carnivora;5710.746538;11.91259785;87;240;0.3625;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;All Organs;3;NA;0.0125
Leptailurus_serval;Carnivora;5710.746538;11.91259785;87;240;0.3625;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Endocrine system;1;0.333333333;0.004166667
Leptailurus_serval;Carnivora;5710.746538;11.91259785;87;240;0.3625;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Exocrine system;0;0;0
Leptailurus_serval;Carnivora;5710.746538;11.91259785;87;240;0.3625;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Skin;0;0;0
Leptailurus_serval;Carnivora;5710.746538;11.91259785;87;240;0.3625;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Lymphatic system;1;0.333333333;0.004166667
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Lymphatic system;0;0;0
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Digestive system;2;0.125;0.003430532
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Endocrine system;6;0.375;0.010291595
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Diaphragm;0;0;0
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Skin;2;0.125;0.003430532
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Exocrine system;0;0;0
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Circulatory system;0;0;0
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Nervous system;0;0;0
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;All Organs;12;NA;0.02058319
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Fat tissues;0;0;0
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Uro-genital system;6;0.375;0.010291595
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Bone;0;0;0
Lycaon_pictus;Carnivora;3060.465984;29.10467467;169;583;0.289879931;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Respiratory system;0;0;0
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Bone;0;0;0
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Respiratory system;1;0.25;0.00295858
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Uro-genital system;1;0.25;0.00295858
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Digestive system;1;0.25;0.00295858
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Skin;0;0;0
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;All Organs;1;NA;0.00295858
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Lymphatic system;1;0.25;0.00295858
Macaca_fuscata;Primates;7490.840002;11.92500604;90;338;0.266272189;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;0;NA;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Macropus_parma;Diprotodontia;1855.936826;4.379577202;82;2924;0.028043776;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;4;1;0.002156334
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;4;NA;0.002156334
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Macropus_rufogriseus;Diprotodontia;3992.204076;13.53486132;517;1855;0.278706199;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.003412969
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;1;1;0.003412969
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Madoqua_kirkii;Artiodactyla;2421.863444;5.010867665;83;293;0.283276451;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Skin;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;All Organs;0;NA;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Mandrillus_sphinx;Primates;5722.212021;24.20574021;89;634;0.140378549;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Bone;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.005235602
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;1;1;0.005235602
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Muntiacus_muntjak;Artiodactyla;4287.591722;23.78929407;81;191;0.42408377;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;All Organs;3;NA;0.00365408
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Skin;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Digestive system;1;0.333333333;0.001218027
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Respiratory system;1;0.333333333;0.001218027
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Bone;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Lymphatic system;1;0.333333333;0.001218027
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Nasua_nasua;Carnivora;4076.045261;5.0922432;220;821;0.267965895;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;5;0.714285714;0.012468828
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;1;0.142857143;0.002493766
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;7;NA;0.017456359
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;1;0.142857143;0.002493766
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Odocoileus_virginianus;Artiodactyla;3867.439795;45.12477927;143;401;0.356608479;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.001261034
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;NA;0
Oryx_dammah;Artiodactyla;4911.946708;138.5664595;180;793;0.226986129;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;NA;0
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.003968254
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;1;1;0.003968254
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Pan_troglodytes;Primates;11579.35699;59.95121157;82;252;0.325396825;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
